,event_id,event_name,start_datetime,end_datetime,event_agency,event_type,event_borough,event_location,event_street_side,street_closure_type,community_board,police_precinct,long,lat
3247,413386,Inwood Basketball league,2018-08-17T08:00:00+00:00,2018-08-17T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3248,413386,Inwood Basketball league,2018-08-18T08:00:00+00:00,2018-08-18T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3249,413386,Inwood Basketball league,2018-08-19T08:00:00+00:00,2018-08-19T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3250,413386,Inwood Basketball league,2018-08-20T08:00:00+00:00,2018-08-20T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3251,413386,Inwood Basketball league,2018-08-21T08:00:00+00:00,2018-08-21T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3252,413386,Inwood Basketball league,2018-08-22T08:00:00+00:00,2018-08-22T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3253,413386,Inwood Basketball league,2018-08-23T08:00:00+00:00,2018-08-23T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3254,413386,Inwood Basketball league,2018-08-24T08:00:00+00:00,2018-08-24T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3255,413386,Inwood Basketball league,2018-08-25T08:00:00+00:00,2018-08-25T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3256,413386,Inwood Basketball league,2018-08-27T08:00:00+00:00,2018-08-27T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3257,413386,Inwood Basketball league,2018-08-28T08:00:00+00:00,2018-08-28T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3258,413386,Inwood Basketball league,2018-08-29T08:00:00+00:00,2018-08-29T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3259,413386,Inwood Basketball league,2018-08-30T08:00:00+00:00,2018-08-30T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3260,413386,Inwood Basketball league,2018-08-31T08:00:00+00:00,2018-08-31T21:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Basketball-01,,,12,34,-73.9255549,40.8722007
3261,413408,Party,2018-09-02T13:00:00+00:00,2018-09-02T20:00:00+00:00,Parks Department,Special Event,Queens,Beach 17 Playground (O'Donohue Park): Beach 17th Street Performance Space,,,14,101,-73.7509115,40.5962815
3262,413409,Spiritu Libre Sunday Soulful,2018-08-17T13:00:00+00:00,2018-08-17T20:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Amphitheater,,,3,7,-73.9777869,40.7111166
3263,413421,Picnic,2018-08-11T11:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Canarsie Park: Lawn/Picnic Area E 87th Street and Seaview,,,18,69,-73.8960013,40.6289969
3264,413452,Barbecue,2018-08-12T14:00:00+00:00,2018-08-12T18:00:00+00:00,Parks Department,Special Event,Manhattan,"Morningside Park: West 122nd St BBQ Area A ,Morningside Park: West 122nd St BBQ Area B",,,9,26,-73.9585391,40.8060712
3265,413460,Councilman Donovan Richards and Steven McCartney 12 annual Rockaway Walks,2018-08-11T08:00:00+00:00,2018-08-11T09:00:00+00:00,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 20th Street,,,14,101,-73.7532071,40.60333
3266,413461,Brooklyn Public Library's Kidsmobile Summer Reading 2018,2018-08-16T10:00:00+00:00,2018-08-16T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Prospect Park: Children's Corner,,,55,78,-73.9642235,40.6637145
3267,413461,Brooklyn Public Library's Kidsmobile Summer Reading 2018,2018-08-23T10:00:00+00:00,2018-08-23T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Prospect Park: Children's Corner,,,55,78,-73.9642235,40.6637145
3268,413461,Brooklyn Public Library's Kidsmobile Summer Reading 2018,2018-08-30T10:00:00+00:00,2018-08-30T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Prospect Park: Children's Corner,,,55,78,-73.9642235,40.6637145
3269,413465,Summer Reading 2018,2018-08-14T10:00:00+00:00,2018-08-14T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Maria Hernandez Park,,,4,83,-73.923904,40.703177
3270,413465,Summer Reading 2018,2018-08-21T10:00:00+00:00,2018-08-21T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Maria Hernandez Park,,,4,83,-73.923904,40.703177
3271,413465,Summer Reading 2018,2018-08-28T10:00:00+00:00,2018-08-28T13:00:00+00:00,Parks Department,Special Event,Brooklyn,Maria Hernandez Park: Maria Hernandez Park,,,4,83,-73.923904,40.703177
3272,413502,Metro Tennis Club of NY Annual Tennis Tornament,2018-08-11T10:00:00+00:00,2018-08-11T15:00:00+00:00,Parks Department,Special Event,Queens,"Cunningham Park: Tennis-01 ,Cunningham Park: Tennis-02 ,Cunningham Park: Tennis-03",,,08,107,-73.7742339,40.7291208
3273,413514,METRO TENNIS CLUB OF NY INC,2018-08-12T10:00:00+00:00,2018-08-12T15:00:00+00:00,Parks Department,Special Event,Queens,"Cunningham Park: Tennis-01 ,Cunningham Park: Tennis-02",,,08,107,-73.77277219999999,40.7293951
3274,413599,TROY AVE BLOCK ASSOCIATION BLOCK PARTY 2018,2018-08-11T10:00:00+00:00,2018-08-11T18:00:00+00:00,Street Activity Permit Office,Block Party,Brooklyn,TROY AVENUE between CHURCH AVENUE and LINDEN BOULEVARD,Full,Full Street Closure,17,67,-73.93633419999999,40.6513447
3275,413602,Movies Under the Stars,2018-08-12T20:00:00+00:00,2018-08-12T22:00:00+00:00,Parks Department,Special Event,Brooklyn,Homecrest Playground: Homecrest Playground,,,15,61,-73.9573551,40.5863241
3276,413630,Miscellaneous,2018-08-21T10:00:00+00:00,2018-08-21T16:00:00+00:00,Parks Department,Special Event,Manhattan,"Central Park: Heckscher Picnic Area ,Central Park: Heckscher Fields-Softball-03",,,64,22,-73.9762896,40.7698822
3277,413664,Carey Gardens Family Day,2018-08-11T11:00:00+00:00,2018-08-11T20:00:00+00:00,Street Activity Permit Office,Block Party,Brooklyn,WEST 23 STREET between MERMAID AVENUE and SURF AVENUE,Both,Sidewalk and Street Closure,13,60,-73.990061,40.575661
3278,413667,Breezy Point to Coney Island 5K swim,2018-08-18T14:30:00+00:00,2018-08-18T16:30:00+00:00,Parks Department,Special Event,Brooklyn,Coney Island Beach & Boardwalk: Bays 11 ÃÂ¢?? 13 (W 8 St to Stillwell Ave),,,13,60,,
3279,413708,Bi Family Picnic Sept,2018-09-08T14:00:00+00:00,2018-09-08T18:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Avenue B Lawn,,,3,9,-73.9817841,40.72642949999999
3280,413711,Drew Hamilton Family Day 2018,2018-08-11T10:00:00+00:00,2018-08-11T17:00:00+00:00,Street Activity Permit Office,Block Party,Manhattan,WEST 142 STREET between 7 AVENUE and 8 AVENUE,Full,Full Street Closure,10,32,-73.941761,40.820082
3281,413714,Summer Camp Popular games,2018-08-17T10:30:00+00:00,2018-08-17T17:00:00+00:00,Street Activity Permit Office,Block Party,Manhattan,WEST 182 STREET between AMSTERDAM AVENUE and AUDUBON AVENUE,Full,Full Street Closure,12,34,-73.9321491,40.8492504
3282,430318,Barbecue,2018-08-18T12:00:00+00:00,2018-08-18T19:00:00+00:00,Parks Department,Special Event,Queens,Highland Park: BBQ Purple,,,5,104,-87.8001175,42.1843324
3283,413717,Celebration,2018-08-25T14:00:00+00:00,2018-08-25T18:00:00+00:00,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: North Picnic Area 7,,,28,45,-73.8091736,40.8654997
3284,413718,Forest Park 10K,2018-09-02T08:00:00+00:00,2018-09-02T10:00:00+00:00,Parks Department,Special Event,Queens,Forest Park: Forest Park Drive (Race),,,82,102,-90.28762669999999,38.6365268
3285,413720,The Corona Mile- FMP 5K,2018-08-11T08:00:00+00:00,2018-08-11T11:00:00+00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Around the Unisphere,,,81,110,-73.84506189999999,40.7463844
3286,413756,Malcolm remembrance,2018-08-25T14:00:00+00:00,2018-08-25T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Canarsie Park: Canarsie Park,,,18,75,-73.8960013,40.6289969
3287,413770,Jefferson Avenue Brownstone Association Block Party 2018,2018-08-11T11:00:00+00:00,2018-08-11T20:00:00+00:00,Street Activity Permit Office,Block Party,Brooklyn,JEFFERSON AVENUE between MARCY AVENUE and TOMPKINS AVENUE,Full,Full Street Closure,3,79,-73.94583949999999,40.6939547
3288,413784,Picnic,2018-08-25T10:00:00+00:00,2018-08-25T17:00:00+00:00,Parks Department,Special Event,Queens,Forest Park: BBQ Area Pink,,,82,102,-73.84591019999999,40.7040764
3289,413787,Tango Dancing - Shakespeare Statue,2018-08-11T18:00:00+00:00,2018-08-11T20:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Shakespeare Statue Plaza,,,64,22,-73.9715901,40.77235220000001
3290,413787,Tango Dancing - Shakespeare Statue,2018-08-18T18:00:00+00:00,2018-08-18T20:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Shakespeare Statue Plaza,,,64,22,-73.9715901,40.77235220000001
3291,413787,Tango Dancing - Shakespeare Statue,2018-08-25T18:00:00+00:00,2018-08-25T20:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Shakespeare Statue Plaza,,,64,22,-73.9715901,40.77235220000001
3292,413788,Tango Dancing - Shakespeare Statue,2018-09-01T18:00:00+00:00,2018-09-01T20:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Shakespeare Statue Plaza,,,64,22,-73.9715901,40.77235220000001
3293,413788,Tango Dancing - Shakespeare Statue,2018-09-08T18:00:00+00:00,2018-09-08T20:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Shakespeare Statue Plaza,,,64,22,-73.9715901,40.77235220000001
3294,413791,Summer Classics Block Party,2018-08-31T12:00:00+00:00,2018-08-31T18:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Old Bandshell,,,3,9,,
3295,413800,Party,2018-08-19T10:00:00+00:00,2018-08-19T19:00:00+00:00,Parks Department,Special Event,Queens,Cunningham Park: Picnic Orange,,,8,107,-73.7742339,40.7291208
3296,413833,Celebration,2018-08-15T16:00:00+00:00,2018-08-15T17:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Wagner Cove,,,64,22,-73.9733505,40.7747857
3297,413842,Montefiore Adaptive Sports Event,2018-09-08T11:00:00+00:00,2018-09-08T14:00:00+00:00,Parks Department,Special Event,Bronx,"Williamsbridge Oval: Scenic Tables ,Williamsbridge Oval: Plgd w/ Mini Pool & Courts-Basketball-02 ,Williamsbridge Oval: Soccer-01",,,"07, 7",52,-73.8775576,40.87791250000001
3298,413864,Party,2018-09-01T11:00:00+00:00,2018-09-01T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Herbert Von King Park: Picnic Area Near Baseball Field,,,3,79,-73.8829047,40.8914987
3299,413950,Picnic,2018-09-08T11:00:00+00:00,2018-09-08T16:00:00+00:00,Parks Department,Special Event,Brooklyn,Owl's Head Park: Lawn Area 67th St & Colonial Road,,,10,68,-74.0322927,40.6401241
3300,414014,Barbecue,2018-08-11T11:00:00+00:00,2018-08-11T16:00:00+00:00,Parks Department,Special Event,Queens,Cunningham Park: Picnic Yellow 2,,,8,107,-73.7742339,40.7291208
3301,414084,It's Showtime NYC,2018-08-17T12:00:00+00:00,2018-08-17T16:00:00+00:00,Parks Department,Special Event,Manhattan,Battery Park: Castle Clinton Plaza,,,1,1,-74.0168023,40.7034401
3302,429833,Party,2018-08-11T14:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Queens,Forest Park: Forest Park-Dry Harbor Playground,,,5,104,-73.8587222,40.702968
3303,429835,Picnic,2018-08-11T12:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Cedar Hill,,,64,22,-73.9661749,40.7772238
3304,429850,A SOUL IS A SOUL,2018-08-19T12:00:00+00:00,2018-08-19T17:00:00+00:00,Parks Department,Special Event,Staten Island,Stapleton Playground: Stapleton Playground,,,1,120,-74.07967839999999,40.6233562
3305,429853,Ball is L.Y.F.E. 6th Annual Basketball Tournament,2018-08-11T09:00:00+00:00,2018-08-11T17:00:00+00:00,Parks Department,Special Event,Queens,Bellaire Playground: Basketball-01,,,13,105,-95.4588299,29.7057858
3306,429853,Ball is L.Y.F.E. 6th Annual Basketball Tournament,2018-08-12T09:00:00+00:00,2018-08-12T17:00:00+00:00,Parks Department,Special Event,Queens,Bellaire Playground: Basketball-01,,,13,105,-95.4588299,29.7057858
3307,429853,Ball is L.Y.F.E. 6th Annual Basketball Tournament,2018-08-16T09:00:00+00:00,2018-08-16T17:00:00+00:00,Parks Department,Special Event,Queens,Bellaire Playground: Basketball-01,,,13,105,-95.4588299,29.7057858
3308,429853,Ball is L.Y.F.E. 6th Annual Basketball Tournament,2018-08-17T09:00:00+00:00,2018-08-17T17:00:00+00:00,Parks Department,Special Event,Queens,Bellaire Playground: Basketball-01,,,13,105,-95.4588299,29.7057858
3309,429853,Ball is L.Y.F.E. 6th Annual Basketball Tournament,2018-08-18T09:00:00+00:00,2018-08-18T17:00:00+00:00,Parks Department,Special Event,Queens,Bellaire Playground: Basketball-01,,,13,105,-95.4588299,29.7057858
3310,429853,Ball is L.Y.F.E. 6th Annual Basketball Tournament,2018-08-19T09:00:00+00:00,2018-08-19T17:00:00+00:00,Parks Department,Special Event,Queens,Bellaire Playground: Basketball-01,,,13,105,-95.4588299,29.7057858
3311,429870,Celebration,2018-08-11T15:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Herbert Von King Park: Lawn Behind Childresn Play Area,,,3,79,-73.946732,40.689612
3312,429876,Celebration,2018-08-19T14:00:00+00:00,2018-08-19T17:00:00+00:00,Parks Department,Special Event,Brooklyn,Seth Low Playground: Sitting Area,,,11,62,-73.9863087,40.6081073
3313,429883,Picnic,2018-08-19T09:00:00+00:00,2018-08-19T16:00:00+00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Flushing Meadows Corona Park,,,"3, 4, 6, 7, 8",110,-73.840785,40.73971359999999
3314,429885,Picnic,2018-08-17T12:00:00+00:00,2018-08-17T14:00:00+00:00,Parks Department,Special Event,Manhattan,"Central Park: East Meadow Picnic Zone ,Central Park: East Meadow",,,64,22,-73.9561878,40.7898674
3315,429887,St George Church Gathering,2018-08-25T08:00:00+00:00,2018-08-25T20:00:00+00:00,Parks Department,Special Event,Staten Island,Wolfe's Pond Park: BBQ Area 3,,,3,123,-74.19393529999999,40.5228688
3316,429914,Barbecue,2018-08-11T10:00:00+00:00,2018-08-11T17:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Shandler Picnic Area 1,,,26,50,-73.8829047,40.8914987
3317,429924,Picnic,2018-09-08T11:00:00+00:00,2018-09-08T15:00:00+00:00,Parks Department,Special Event,Brooklyn,Fort Greene Park: Lawn Along Dekalb,,,2,88,-73.974944,40.691396
3318,429927,Picnic,2018-08-12T12:00:00+00:00,2018-08-12T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Greene Playground (PS 11): Playground,,,2,88,-93.3286225,37.1710279
3319,429930,Picnic,2018-08-16T10:00:00+00:00,2018-08-16T15:00:00+00:00,Parks Department,Special Event,Manhattan,Randall's Island Park: Wards Meadow Lawns,,,11,25,-73.9290833,40.78235
3320,429963,Barbecue,2018-08-30T11:00:00+00:00,2018-08-30T14:30:00+00:00,Parks Department,Special Event,Brooklyn,Kaiser Park: BBQ Area Center,,,13,60,-73.99565570000001,40.5790202
3321,429974,Party,2018-08-25T15:00:00+00:00,2018-08-25T18:00:00+00:00,Parks Department,Special Event,Manhattan,Augustus St. Gaudens Playground: Augustus St. Gaudens Playground,,,6,13,-73.9822635,40.7355845
3322,429980,Outdoor Church Revival,2018-08-11T10:00:00+00:00,2018-08-11T18:00:00+00:00,Parks Department,Special Event,Brooklyn,John Hancock Playground: Multi Purpose Play Area-01,,,03,79,-73.95423439999999,40.682428
3323,429984,Movies Under the Stars,2018-08-22T19:45:00+00:00,2018-08-22T21:45:00+00:00,Parks Department,Special Event,Brooklyn,Harry Maze Playground: Harry Maze Playground,,,17,67,-73.9231229,40.6430626
3324,429989,Picnic,2018-08-12T12:00:00+00:00,2018-08-12T19:30:00+00:00,Parks Department,Special Event,Queens,Astoria Park: Great Lawn 02 Ditmars Blvd,,,1,114,-73.9229654,40.7792459
3325,429992,Picnic,2018-08-24T12:00:00+00:00,2018-08-24T14:00:00+00:00,Parks Department,Special Event,Manhattan,Madison Square Park: Oval Lawn,,,5,13,-73.9875635,40.7420371
3326,429998,Celebration,2018-08-25T10:00:00+00:00,2018-08-25T12:00:00+00:00,Parks Department,Special Event,Brooklyn,St. Mary's Playground: St Mary's Playground,,,6,76,-73.9971645,40.6764349
3327,430029,Picnic,2018-08-11T15:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Canarsie Park: Lawn Area E 92nd Street and Skidmore,,,18,69,-73.891318,40.630251
3328,430041,Picnic,2018-08-29T14:00:00+00:00,2018-08-29T17:00:00+00:00,Parks Department,Special Event,Brooklyn,"McLaughlin Park: McLaughlin Park ,McLaughlin Park: Basketball-01",,,"02, 2",84,-73.9859998,40.6965351
3329,430047,GPS TO SUCCESS Tutoring Service Grand Opening,2018-08-18T12:00:00+00:00,2018-08-18T15:00:00+00:00,Parks Department,Special Event,Queens,Kissena Corridor West: Kissena Corridor Park,,,7,109,-73.82058590000001,40.7473524
3330,430048,Barbecue,2018-08-26T11:00:00+00:00,2018-08-26T15:00:00+00:00,Parks Department,Special Event,Manhattan,"East River Park: 10 Street BBQ A ,East River Park: 10 Street BBQ C ,East River Park: 10 Street BBQ B",,,3,9,-73.974383,40.7189217
3331,430049,Picnic,2018-08-30T14:00:00+00:00,2018-08-30T17:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Heckscher Picnic Area,,,64,22,-73.9772285,40.7684641
3332,430058,St. James Handball & Tennis Closure,2018-07-10T00:00:00+00:00,2019-06-30T23:59:00+00:00,Parks Department,Construction,Bronx,"St. James Park: Handball-01 ,St. James Park: Handball-02 ,St. James Park: Handball-03 ,St. James Park: Handball-04 ,St. James Park: Handball-05 ,St. James Park: Handball-06 ,St. James Park: Tennis-01 ,St. James Park: Tennis-02 ,St. James Park: Tennis-03 ,St. James Park: Tennis-04",,,07,52,-73.897798,40.8650996
3333,430067,Movies Under the Stars,2018-08-26T16:00:00+00:00,2018-08-26T19:00:00+00:00,Parks Department,Special Event,Brooklyn,Kelly Park: Kelly Park,,,15,61,-94.679599,38.889261
3334,430068,Miscellaneous,2018-08-30T10:00:00+00:00,2018-08-30T17:00:00+00:00,Parks Department,Special Event,Manhattan,"Central Park: Great Lawn South West Lawn ,Central Park: Great Lawn-Softball-03",,,64,22,-73.9665924,40.7812695
3335,430074,Maybelline Lemonade Truck,2018-08-20T13:00:00+00:00,2018-08-20T19:00:00+00:00,Street Activity Permit Office,Plaza Event,Manhattan,"Union Square Plaza: Union Square Plaza Broadway between E 17 Street and E 18 Street, BROADWAY between EAST 17 STREET and EAST 18 STREET",Full,Pedestrian Plaza,5,13,-73.85838059999999,41.1115472
3336,430076,Barbecue,2018-08-12T11:00:00+00:00,2018-08-12T19:00:00+00:00,Parks Department,Special Event,Bronx,Ferry Point Park: Ferry Point Park,,,10,45,-73.8377874,40.81149550000001
3337,430082,Picnic,2018-08-16T14:00:00+00:00,2018-08-16T18:00:00+00:00,Parks Department,Special Event,Manhattan,"Central Park: Delacorte Theater ,Central Park: Great Lawn South West Lawn",,,64,22,-73.9665924,40.7812695
3338,430091,Barbecue,2018-09-01T14:00:00+00:00,2018-09-01T18:30:00+00:00,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: North Picnic Area 1,,,28,45,-73.8091736,40.8654997
3339,430093,Barbecue,2018-08-11T10:00:00+00:00,2018-08-11T19:00:00+00:00,Parks Department,Special Event,Bronx,Crotona Park: Barbecue / Picnic Area 2,,,3,42,-73.8953489,40.8400367
3340,430102,Party,2018-08-17T12:00:00+00:00,2018-08-17T18:00:00+00:00,Parks Department,Special Event,Manhattan,Randall's Island Park: Bronx Shore Picnic Area,,,11,25,-73.922517,40.795813
3341,430103,Party,2018-08-25T15:00:00+00:00,2018-08-25T19:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Harlem Meer Picnic Area,,,64,22,-73.95159579999999,40.7964643
3342,430107,Barbecue,2018-08-11T07:00:00+00:00,2018-08-11T18:30:00+00:00,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: South Picnic Area 03,,,28,45,-73.8091736,40.8654997
3343,430127,SummerFest,2018-08-11T13:00:00+00:00,2018-08-11T17:00:00+00:00,Parks Department,Special Event,Queens,Phil ''Scooter'' Rizzuto Park / Smokey Oval: Basketball-01,,,09,102,-73.8216889,40.6947111
3344,430150,Party,2018-08-19T11:00:00+00:00,2018-08-19T14:00:00+00:00,Parks Department,Special Event,Manhattan,St. Vartan Park: Playground,,,6,17,-73.9736293,40.7451124
3345,430151,Celebration of the Virgin Mary,2018-08-18T17:30:00+00:00,2018-08-18T20:00:00+00:00,Police Department,Parade,Queens,"21843 112 AVENUE, SPRINGFIELD BOULEVARD between 104 AVENUE and HOLLIS AVENUE, 217 LANE between HOLLIS AVENUE and 105 AVENUE, HOLLIS AVENUE between 104 AVENUE and SPRINGFIELD BOULEVARD, SPRINGFIELD BOULEVARD between 111 AVENUE and 112 AVENUE, 21843 112 AVENUE",,Full Street Closure,"12, 13","103, 105, 113",-77.18953929999999,38.7829533
3346,430156,NYPD DESI SOCIETY FAMILY PICNIC,2018-08-12T12:00:00+00:00,2018-08-12T16:00:00+00:00,Parks Department,Special Event,Queens,Cunningham Park: Cunningham Park,,,11,107,-94.53081949999999,37.0632008
3347,430161,West Side Seido Karate,2018-09-08T10:00:00+00:00,2018-09-08T12:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Mineral Springs,,,64,22,-73.9743548,40.7729589
3348,430174,Picnic,2018-08-15T10:00:00+00:00,2018-08-15T15:00:00+00:00,Parks Department,Special Event,Manhattan,"Riverside Park: Claremont Lawn South ,Riverside Park: Claremont Lawn North",,,9,26,-73.96205700000002,40.8150609
3349,430183,Barbecue,2018-09-01T13:00:00+00:00,2018-09-01T20:00:00+00:00,Parks Department,Special Event,Bronx,Van Cortlandt Park: Broadway BBQ Area 4,,,26,50,-73.8876875,40.896327
3350,430185,Celebration,2018-08-18T17:00:00+00:00,2018-08-18T19:00:00+00:00,Parks Department,Special Event,Manhattan,"Central Park: Wagner Cove ,Central Park: Cherry Hill",,,64,22,-73.9733505,40.7747857
3351,430187,Back To School Event,2018-09-04T10:00:00+00:00,2018-09-04T14:00:00+00:00,Parks Department,Special Event,Manhattan,John Jay Park: John Jay Park,,,8,19,-73.9493916,40.7693053
3352,430196,Barbecue,2018-09-01T12:00:00+00:00,2018-09-01T18:00:00+00:00,Parks Department,Special Event,Manhattan,East River Park: Grand Street Picnic Area,,,3,7,-73.974383,40.7189217
3353,430197,"World Music Performance and Conversation on Immigrants, Music, and Cultural Hybridity",2018-08-12T13:00:00+00:00,2018-08-12T15:00:00+00:00,Parks Department,Special Event,Manhattan,Seward Park: Seward Park,,,3,7,-122.26485,47.5502603
3354,430204,Picnic,2018-09-02T11:00:00+00:00,2018-09-02T19:00:00+00:00,Parks Department,Special Event,Queens,Flushing Meadows Corona Park: Meadow Lake East - BBQ area White,,,81,110,-73.840785,40.73971359999999
3355,430209,It's My Park with NYU Steinhardt and NYU Liberal Studies,2018-08-31T09:00:00+00:00,2018-08-31T12:00:00+00:00,Parks Department,Special Event,Manhattan,Tompkins Square Park: Tompkins Square Park,,,3,9,-73.9817841,40.72642949999999
3356,430218,Picnic,2018-08-23T18:00:00+00:00,2018-08-23T20:00:00+00:00,Parks Department,Special Event,Manhattan,Battery Park: Castle Clinton Lawn,,,1,1,-74.0168023,40.7034401
3357,430236,Vineyard One NYC Art Fair,2018-08-19T12:00:00+00:00,2018-08-19T16:00:00+00:00,Parks Department,Special Event,Brooklyn,"Cooper Park: Grilling Area- Maspeth & Morgan Ave ,Cooper Park: Center Oval Lawn",,,1,90,-73.937229,40.715946
3358,430237,Barbecue,2018-08-11T11:00:00+00:00,2018-08-11T18:30:00+00:00,Parks Department,Special Event,Bronx,Pelham Bay Park and Orchard Beach: North Picnic Area 4,,,28,45,-73.8091736,40.8654997
3359,430245,Picnic,2018-08-16T13:00:00+00:00,2018-08-16T17:00:00+00:00,Parks Department,Special Event,Manhattan,Battery Park: Castle Clinton Lawn,,,1,1,-74.0168023,40.7034401
3360,430260,Harlem Hospital Emergency Department,2018-08-18T12:00:00+00:00,2018-08-18T19:00:00+00:00,Parks Department,Special Event,Manhattan,Randall's Island Park: Sunken Meadow Picnic Area,,,11,25,-73.922517,40.795813
3361,430262,New Haven Adventist Youth Picnic,2018-08-19T15:00:00+00:00,2018-08-19T17:00:00+00:00,Parks Department,Special Event,Brooklyn,Prospect Park: Carousel Lawn North,,,55,78,-73.9642235,40.6637145
3362,430279,Celebration,2018-08-17T16:00:00+00:00,2018-08-17T18:00:00+00:00,Parks Department,Special Event,Manhattan,Central Park: Shakespeare Garden,,,64,22,-73.9700853,40.7797633
3363,430281,Pastor CM Davis Memorial Picnic,2018-09-08T13:00:00+00:00,2018-09-08T18:00:00+00:00,Parks Department,Special Event,Brooklyn,Prospect Park: Peristyle Lawn East,,,55,78,-73.9675879,40.6531823
3364,430295,Picnic,2018-08-14T12:00:00+00:00,2018-08-14T14:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Muscota Marsh,,,12,34,-73.91809599999999,40.8737956
3365,430306,Party,2018-08-12T14:00:00+00:00,2018-08-12T17:00:00+00:00,Parks Department,Special Event,Manhattan,Riverside Park South: 68th Street Childrens Lawn,,,7,20,-73.9895416,40.7772489
3366,430324,SCA Inwood Trail Crew,2018-08-13T09:00:00+00:00,2018-08-13T16:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Inwood Hill Trails,,,12,34,-73.9255549,40.8722007
3367,430324,SCA Inwood Trail Crew,2018-08-14T09:00:00+00:00,2018-08-14T16:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Inwood Hill Trails,,,12,34,-73.9255549,40.8722007
3368,430324,SCA Inwood Trail Crew,2018-08-15T09:00:00+00:00,2018-08-15T16:00:00+00:00,Parks Department,Special Event,Manhattan,Inwood Hill Park: Inwood Hill Trails,,,12,34,-73.9255549,40.8722007
